"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","keeps date inputs controlled and forwards updates","AnalyticsDateRangeControls","2026-07-15","passed","2026-07-15","","","",""
"","5","reports stubbed=false when a real (non-stub) transport is used","EmailProvider","2026-07-15","passed","2026-07-15","","","",""
"","1","is immutable (frozen)","Money","2026-07-15","passed","2026-07-15","","","",""
"","1","works without an event publisher","PublishListingHandler","2026-07-15","passed","2026-07-15","","","",""
"","9","runs Hermes for the workspace (endpoint returns 202)","E2E product/listing/Hermes flow (in-memory, no DB)","2026-07-15","passed","2026-07-15","","","",""
"","1","omits canonical external URLs for draft listings","presentListing","2026-07-15","passed","2026-07-15","","","",""
"","2","warns and marks zero-price submissions when cost is positive","productFormModel below-cost pricing","2026-07-15","passed","2026-07-15","","","",""
"","8","returns app-authoritative OLX account status from the protected check endpoint","Presentation API","2026-07-15","passed","2026-07-15","","marketplace OAuth","",""
"","2","rejects a description shorter than 20 chars","Product invariants","2026-07-15","passed","2026-07-15","","","",""
"","98","does not render a detached metrics legend below populated rows","ListingsTable layout","2026-07-15","passed","2026-07-15","","","",""
"","2","throws when no chatId is provided or configured","TelegramBot","2026-07-15","passed","2026-07-15","","","",""
"","15","resolves the adapter by key and returns its sync results","SyncMarketplaceHandler","2026-07-15","passed","2026-07-15","","","",""
"","32","does not render the external link for draft listings","ListingsTable external marketplace link","2026-07-15","passed","2026-07-15","","","",""
"","1","denies origins outside the allowlist","createCorsOptions","2026-07-15","passed","2026-07-15","","","",""
"","4","finalizes the listing via the injected finalizer and defers the event to it","PublishListingHandler","2026-07-15","passed","2026-07-15","","","",""
"","9","accepts the provider callback without a bearer token and returns the API envelope","Presentation API","2026-07-15","passed","2026-07-15","","marketplace OAuth","",""
"","1","persists Hermes events and queries pending review","PostgreSQL repositories (integration)","2026-07-15","passed","2026-07-15","","","",""
"","1","maps a disconnected marketplace with null lastSync","MarketplaceMapper","2026-07-15","passed","2026-07-15","","","",""
"","4","uses the marketplace account access token for real OLX update jobs","PublishListingHandler","2026-07-15","passed","2026-07-15","","","",""
"","1","omits unsafe external URL https://evil.example/phishing","presentListing","2026-07-15","passed","2026-07-15","","","",""
"","5","reports app-authoritative connection state without exposing credentials","MarketplaceOAuthService","2026-07-15","passed","2026-07-15","","","",""
"","3","rejects missing CORS_ORIGIN in production","createCorsOptions","2026-07-15","passed","2026-07-15","","","",""
"","7","returns publish preview warnings without publishing invalid listings","Presentation API","2026-07-15","passed","2026-07-15","","listings","",""
"","38","renders a safe external OLX link for live listings","ListingsTable external marketplace link","2026-07-15","passed","2026-07-15","","","",""
"","1","allows updating cost price above the current selling price as below-cost context","Product price / description updates","2026-07-15","passed","2026-07-15","","","",""
"","1","releases the listing-level active guard after finalization","PublishAttemptRepository","2026-07-15","passed","2026-07-15","","","",""
"","2","creates from a major-unit decimal and exposes minor units","Money","2026-07-15","passed","2026-07-15","","","",""
"","1","returns null when fetching a missing OLX advert","OLXAdapter","2026-07-15","passed","2026-07-15","","","",""
"","1","returns NOT_FOUND for an unknown event","ApproveHermesEventUseCase","2026-07-15","passed","2026-07-15","","","",""
"","3","updates an existing product to an intentional below-cost selling price","UpdateProductUseCase","2026-07-15","passed","2026-07-15","","","",""
"","1","maps columns, coerces DECIMAL strings to numbers and ISO-serializes the date","PriceHistoryMapper","2026-07-15","passed","2026-07-15","","","",""
"","2","re-publishes an explicitly requested relist even when the listing is currently live","PublishListingHandler","2026-07-15","passed","2026-07-15","","","",""
"","2","forces review when the new margin is below minMarginFloor, even under full_auto","HermesDecisionEngine guardrails (C1 / AMENDMENT FIX #5)","2026-07-15","passed","2026-07-15","","","",""
"","2","retries checkpointed publish jobs with exponential backoff","buildContainer (composition root)","2026-07-15","passed","2026-07-15","","","",""
"","6","returns publish preview without publishing or enqueueing","Presentation API","2026-07-15","passed","2026-07-15","","listings","",""
"","1","returns the eBay stub adapter whose operations reject as not implemented","MarketplaceAdapterFactory","2026-07-15","passed","2026-07-15","","","",""
"","1","enriches workspace listing rows with product title and SKU","ListingApplicationService","2026-07-15","passed","2026-07-15","","","",""
"","2","treats invalid OLX counter value empty string as unavailable","OLXAdapter","2026-07-15","passed","2026-07-15","","","",""
"","1","forbids reverse transitions (active -> draft)","Product status transitions (forward-only)","2026-07-15","passed","2026-07-15","","","",""
"","1","uses a stacked layout on narrow screens and a row layout from sm up","AnalyticsDateRangeControls","2026-07-15","passed","2026-07-15","","","",""
"","3","observes transient and unknown remote statuses without destructive transitions","SyncMarketplaceHandler","2026-07-15","passed","2026-07-15","","","",""
"","1","returns null (treats as miss) on corrupt JSON","RedisCache","2026-07-15","passed","2026-07-15","","","",""
"","113","rejects an unknown email with the same 401 envelope (S6 constant-time path)","Presentation API","2026-07-15","passed","2026-07-15","","auth","",""
"","17","rejects an unauthenticated connection (CR4)","HermesLiveUpdates","2026-07-15","passed","2026-07-15","","","",""
"","2","makes non-zero sync errors prominent and actionable","MarketplaceCard","2026-07-15","passed","2026-07-15","","","",""
"","5","exposes accessible From and To date controls","AnalyticsDateRangeControls","2026-07-15","passed","2026-07-15","","","",""
"","2","resolves void even though the broker returns an id","EventPublisher (IEventPublisher)","2026-07-15","passed","2026-07-15","","","",""
"","2","exchanges an authorization code using a form-encoded token request","OlxOAuthClient","2026-07-15","passed","2026-07-15","","","",""
"","10","POST /hermes/events/:idB/approve -> 404 (event untouched)","IDOR: workspace A cannot reach workspace B resources (S2)","2026-07-15","passed","2026-07-15","","","",""
"","1","coerces string timestamps to Date","AuthUserMapper","2026-07-15","passed","2026-07-15","","","",""
"","1","refuses to publish to a disconnected marketplace","Listing publish rules","2026-07-15","passed","2026-07-15","","","",""
"","1","retries retryable rate-limit failures then succeeds (idempotent updateListing)","OLXAdapter","2026-07-15","passed","2026-07-15","","","",""
"","2","maps a synced OLX ad without metrics as unavailable rather than zero","OLXAdapter","2026-07-15","passed","2026-07-15","","","",""
"","2","resolves current marketplace listing ids when a scheduled sync job has an empty payload","SyncMarketplaceHandler","2026-07-15","passed","2026-07-15","","","",""
"","112","cleans up provisioned workspace and marketplace if user creation fails","Presentation API","2026-07-15","passed","2026-07-15","","auth","",""
"","1","treats invalid, negative, and schema-changed OLX counters as unavailable","OLXAdapter","2026-07-15","passed","2026-07-15","","","",""
"","10","maps columns, Money and child collections","ProductMapper","2026-07-15","passed","2026-07-15","","","",""
"","1","round-trips a Marketplace and Listing, and finds expiring listings","PostgreSQL repositories (integration)","2026-07-15","passed","2026-07-15","","","",""
"","1","returns a real configured secret unchanged","resolveJwtSecret (S1 fail-closed JWT secret)","2026-07-15","passed","2026-07-15","","development","",""
"","2","redacts sensitive provider field-name variants","OLXAdapter","2026-07-15","passed","2026-07-15","","","",""
"","2","serializes disconnect behind an in-flight refresh so credentials stay cleared","MarketplaceOAuthService","2026-07-15","passed","2026-07-15","","","",""
"","2","returns human-readable listing identity metadata","AnalyticsApplicationService","2026-07-15","passed","2026-07-15","","","",""
"","3","round-trips a typed value with the configured key prefix","RedisCache","2026-07-15","passed","2026-07-15","","","",""
"","1","suggestPrice tolerates JSON wrapped in a fenced code block","HermesAI (IAIProvider)","2026-07-15","passed","2026-07-15","","","",""
"","1","expires a live listing and relists it","Listing lifecycle","2026-07-15","passed","2026-07-15","","","",""
"","1","returns null on a miss","RedisCache","2026-07-15","passed","2026-07-15","","","",""
"","1","parses numeric decimal prices as well as strings","ProductMapper","2026-07-15","passed","2026-07-15","","","",""
"","5","uses recognizable OLX branding and readable status labels","MarketplaceCard","2026-07-15","passed","2026-07-15","","","",""
"","1","normalizes non-2xx responses into HttpError","FetchMarketplaceHttpClient","2026-07-15","passed","2026-07-15","","","",""
"","1","returns a real, non-placeholder secret unchanged","resolveJwtSecret (S1 fail-closed JWT secret)","2026-07-15","passed","2026-07-15","","production","",""
"","2","auto-applies a safe info suggestion under full_auto and persists events","HermesDecisionEngine.run","2026-07-15","passed","2026-07-15","","","",""
"","1","returns NOT_FOUND when approving an event from another workspace (IDOR, S2)","ApproveHermesEventUseCase","2026-07-15","passed","2026-07-15","","","",""
"","15","rejects duplicate listing creation for the same marketplace","Presentation API","2026-07-15","passed","2026-07-15","","products","",""
"","10","GET /marketplaces/:idB -> 404","IDOR: workspace A cannot reach workspace B resources (S2)","2026-07-15","passed","2026-07-15","","","",""
"","12","previews existing OLX adverts through a read-only import endpoint","Presentation API","2026-07-15","passed","2026-07-15","","marketplace OAuth","",""
"","1","creates the facebook adapter with a matching key","MarketplaceAdapterFactory","2026-07-15","passed","2026-07-15","","","",""
"","1","omits unsafe external URL not-a-url","presentListing","2026-07-15","passed","2026-07-15","","","",""
"","2","preserves sanitized provider validation details for a 400 response","OLXAdapter","2026-07-15","passed","2026-07-15","","","",""
"","2","creates the olx adapter with a matching key","MarketplaceAdapterFactory","2026-07-15","passed","2026-07-15","","","",""
"","103","retries transient token and finalization work without repeating publish","PublishListingHandler","2026-07-15","passed","2026-07-15","","","",""
"","1","creates the allegro adapter with a matching key","MarketplaceAdapterFactory","2026-07-15","passed","2026-07-15","","","",""
"","2","does not remove app credentials when account token clearing fails","MarketplaceOAuthService","2026-07-15","passed","2026-07-15","","","",""
"","1","returns NOT_FOUND for an unknown listing","PublishListingUseCase","2026-07-15","passed","2026-07-15","","","",""
"","1","stores the provider result before local finalization resumes","PublishAttemptRepository","2026-07-15","passed","2026-07-15","","","",""
"","3","labels sync mode, explains modes, and hides unsupported realtime selection","MarketplaceCard","2026-07-15","passed","2026-07-15","","","",""
"","7","builds an authorization URL with state and the registered redirect URI","OlxOAuthClient","2026-07-15","passed","2026-07-15","","","",""
"","1","treats invalid OLX counter value negative string as unavailable","OLXAdapter","2026-07-15","passed","2026-07-15","","","",""
"","3","refreshes an expired access token and persists refresh-token rotation","MarketplaceOAuthService","2026-07-15","passed","2026-07-15","","","",""
"","3","enriches product-detail listing rows with product title and SKU","ListingApplicationService","2026-07-15","passed","2026-07-15","","","",""
"","1","fails validation when the description is too short","CreateProductUseCase","2026-07-15","passed","2026-07-15","","","",""
"","21","relist performs an actual republish (not a no-op) and finalizes live (C6)","E2E product/listing/Hermes flow (in-memory, no DB)","2026-07-15","passed","2026-07-15","","","",""
"","1","applies simultaneous price decreases when selling drops below the old cost","UpdateProductUseCase","2026-07-15","passed","2026-07-15","","","",""
"","1","allows same-origin/server-to-server requests with no Origin header","createCorsOptions","2026-07-15","passed","2026-07-15","","","",""
"","1","maps OLX remote status new to local status live","OLXAdapter","2026-07-15","passed","2026-07-15","","","",""
"","1","deletes a key","RedisCache","2026-07-15","passed","2026-07-15","","","",""
"","2","stores a hash of state and consumes the context exactly once","RedisMarketplaceOAuthStateStore","2026-07-15","passed","2026-07-15","","","",""
"","1","uses readable labels in the chart data transformation and preserves top-view sorting","buildViewsChartData","2026-07-15","passed","2026-07-15","","","",""
"","27","publishes a listing and finalizes it live in the store (handler fix)","E2E product/listing/Hermes flow (in-memory, no DB)","2026-07-15","passed","2026-07-15","","","",""
"","8","throws when the secret is unset","resolveJwtSecret (S1 fail-closed JWT secret)","2026-07-15","passed","2026-07-15","","production","",""
"","9","returns 401 when unauthenticated","Presentation API","2026-07-15","passed","2026-07-15","","products","",""
"","1","dismisses a pending event","HermesEvent approval rules","2026-07-15","passed","2026-07-15","","","",""
"","2","maps OLX remote status moderation to local status live","OLXAdapter","2026-07-15","passed","2026-07-15","","","",""
"","36","GET /products/:idB -> 404","IDOR: workspace A cannot reach workspace B resources (S2)","2026-07-15","passed","2026-07-15","","","",""
"","2","uses SETEX when a positive TTL is supplied","RedisCache","2026-07-15","passed","2026-07-15","","","",""
"","2","maps OLX remote status expired to local status expired","OLXAdapter","2026-07-15","passed","2026-07-15","","","",""
"","1","does not let an unlock error replace a successful operation result","RedisMarketplaceOAuthRefreshLock","2026-07-15","passed","2026-07-15","","","",""
"","52","retries a transient checkpoint write without repeating provider publish","PublishListingHandler","2026-07-15","passed","2026-07-15","","","",""
"","9","rejects a message without a recipient","EmailProvider","2026-07-15","passed","2026-07-15","","","",""
"","1","requires an external listing id","Listing publish rules","2026-07-15","passed","2026-07-15","","","",""
"","1","cannot approve twice","HermesEvent approval rules","2026-07-15","passed","2026-07-15","","","",""
"","1","normalizes a null workspace_id","AuthUserMapper","2026-07-15","passed","2026-07-15","","","",""
"","1","does not expose provider bodies or client secrets in token errors","OlxOAuthClient","2026-07-15","passed","2026-07-15","","","",""
"","6","throws a clear error when the Hermes request times out","HermesCompletionClient","2026-07-15","passed","2026-07-15","","","",""
"","1","compares amounts and reports equality","Money","2026-07-15","passed","2026-07-15","","","",""
"","1","analyzeListing clamps the score and returns string suggestions","HermesAI (IAIProvider)","2026-07-15","passed","2026-07-15","","","",""
"","0","allows a null change for informational photo suggestions","HermesEvent creation invariants","2026-07-15","passed","2026-07-15","","","",""
"","2","discovers owned OLX adverts through paginated read-only list calls","OLXAdapter","2026-07-15","passed","2026-07-15","","","",""
"","64","does not deliver events for a different workspace (CR5)","HermesLiveUpdates","2026-07-15","passed","2026-07-15","","","",""
"","1","auto-applies safe types only","HermesDecisionEngine.determineAutonomy","2026-07-15","passed","2026-07-15","","balanced","",""
"","1","routes non-safe types to review","HermesDecisionEngine.determineAutonomy","2026-07-15","passed","2026-07-15","","balanced","",""
"","2","preserves explicit null bodies as validation failures","Presentation API","2026-07-15","passed","2026-07-15","","hermes","",""
"","2","keeps below-cost pricing as a warning instead of a validation error","productFormModel below-cost pricing","2026-07-15","passed","2026-07-15","","","",""
"","7","sends a Hermes session key only when request scope is provided","HermesCompletionClient","2026-07-15","passed","2026-07-15","","","",""
"","1","rejects approving an event that is not pending_review","ApproveHermesEventUseCase","2026-07-15","passed","2026-07-15","","","",""
"","3","acquires and releases the per-marketplace lock","RedisMarketplaceOAuthRefreshLock","2026-07-15","passed","2026-07-15","","","",""
"","2","publishes normally when the probe reports the listing is not yet published (CR3)","PublishListingHandler","2026-07-15","passed","2026-07-15","","","",""
"","2","does not enqueue a relist when the OAuth account is disconnected","ApproveHermesEventUseCase","2026-07-15","passed","2026-07-15","","","",""
"","4","rejects a connection with an invalid token (CR4)","HermesLiveUpdates","2026-07-15","passed","2026-07-15","","","",""
"","1","approves a pending event and transitions to applied","HermesEvent approval rules","2026-07-15","passed","2026-07-15","","","",""
"","4","creates a valid product with default draft status","Product invariants","2026-07-15","passed","2026-07-15","","","",""
"","1","throws when the secret is still a your_-prefixed placeholder","resolveJwtSecret (S1 fail-closed JWT secret)","2026-07-15","passed","2026-07-15","","production","",""
"","2","generateTitle returns a cleaned single-line title and includes marketplace context","HermesAI (IAIProvider)","2026-07-15","passed","2026-07-15","","","",""
"","1","keeps draft listings local-only for approved description changes","ApproveHermesEventUseCase","2026-07-15","passed","2026-07-15","","","",""
"","11","PATCH /workspaces/:idB operates on the caller OWN workspace, not B","IDOR: workspace A cannot reach workspace B resources (S2)","2026-07-15","passed","2026-07-15","","","",""
"","1","records activity log entries (append-only)","PostgreSQL repositories (integration)","2026-07-15","passed","2026-07-15","","","",""
"","2","omits unsafe external URL http://www.olx.pl/d/oferta/camera-123","presentListing","2026-07-15","passed","2026-07-15","","","",""
"","3","runs the engine and persists generated events","RunHermesUseCase","2026-07-15","passed","2026-07-15","","","",""
"","2","returns [] for sync with no ids without calling the transport","OLXAdapter","2026-07-15","passed","2026-07-15","","","",""
"","7","classifies missing configuration as a configuration error","OlxOAuthClient","2026-07-15","passed","2026-07-15","","","",""
"","1","rejects a negative selling price","Product invariants","2026-07-15","passed","2026-07-15","","","",""
"","18","fails closed before a live publish when required OLX details are missing","OLXAdapter","2026-07-15","passed","2026-07-15","","","",""
"","2","POSTs to the SendGrid API and returns the message id; reports non-stub","SendGridHttpTransport (C3 real transport)","2026-07-15","passed","2026-07-15","","","",""
"","13","GET /hermes/events/:idB -> 404","IDOR: workspace A cannot reach workspace B resources (S2)","2026-07-15","passed","2026-07-15","","","",""
"","2","rejects invalid currency codes","Money","2026-07-15","passed","2026-07-15","","","",""
"","1","detects expiry from a past expiresAt","Listing lifecycle","2026-07-15","passed","2026-07-15","","","",""
"","12","returns a 404 envelope for unknown /api routes","Presentation API","2026-07-15","passed","2026-07-15","","unmatched routes","",""
"","2","suggestPrice returns the typed PriceSuggestion shape and passes a JSON schema","HermesAI (IAIProvider)","2026-07-15","passed","2026-07-15","","","",""
"","1","works against its default stub transport with no injected client","OLXAdapter","2026-07-15","passed","2026-07-15","","","",""
"","10","PATCH /listings/:idB (price) -> 404","IDOR: workspace A cannot reach workspace B resources (S2)","2026-07-15","passed","2026-07-15","","","",""
"","10","DELETE /products/:idB -> 404 (no delete)","IDOR: workspace A cannot reach workspace B resources (S2)","2026-07-15","passed","2026-07-15","","","",""
"","3","coalesces delayed operations enqueued from the same listing generation","PublishListingHandler","2026-07-15","passed","2026-07-15","","","",""
"","1","only loads product identities for listings on the requested page","ListingApplicationService","2026-07-15","passed","2026-07-15","","","",""
"","1","treats invalid OLX counter value boolean as unavailable","OLXAdapter","2026-07-15","passed","2026-07-15","","","",""
"","2","keeps actorId when present and null metadata becomes undefined","ActivityLogMapper","2026-07-15","passed","2026-07-15","","","",""
"","0","removes schedules for disconnected marketplaces even when mode is hourly","MarketplaceSyncScheduler","2026-07-15","passed","2026-07-15","","","",""
"","5","rejects realtime mode until verified provider webhooks exist","MarketplaceSyncScheduler","2026-07-15","passed","2026-07-15","","","",""
"","1","preserves configured price negotiability on updates","OLXAdapter","2026-07-15","passed","2026-07-15","","","",""
"","65","delivers nothing to a client with no bound workspace — fail closed (CR5)","HermesLiveUpdates","2026-07-15","passed","2026-07-15","","","",""
"","6","returns 422 when approving a non-pending event","Presentation API","2026-07-15","passed","2026-07-15","","hermes","",""
"","3","populates every required AppDeps field","buildContainer (composition root)","2026-07-15","passed","2026-07-15","","","",""
"","4","rejects publishing when the marketplace is not connected","PublishListingUseCase","2026-07-15","passed","2026-07-15","","","",""
"","4","persists fetched stats onto listings and records the marketplace sync (C5)","SyncMarketplaceHandler","2026-07-15","passed","2026-07-15","","","",""
"","10","posts OpenAI-compatible chat completions to Hermes API Server","HermesCompletionClient","2026-07-15","passed","2026-07-15","","","",""
"","1","returns a clearly-marked dev-only value when unset","resolveJwtSecret (S1 fail-closed JWT secret)","2026-07-15","passed","2026-07-15","","development","",""
"","5","applies a pending price change: updates product, records history and marks applied","ApproveHermesEventUseCase","2026-07-15","passed","2026-07-15","","","",""
"","2","updates listing price locally and queues remote price update for live listings","ApproveHermesEventUseCase","2026-07-15","passed","2026-07-15","","","",""
"","113","provisions a disconnected OLX marketplace pending OAuth on register","Presentation API","2026-07-15","passed","2026-07-15","","auth","",""
"","36","PATCH /products/:idB -> 404 (no mutation)","IDOR: workspace A cannot reach workspace B resources (S2)","2026-07-15","passed","2026-07-15","","","",""
"","13","approves a pending Hermes event and applies the change (verify applied)","E2E product/listing/Hermes flow (in-memory, no DB)","2026-07-15","passed","2026-07-15","","","",""
"","1","falls back to the marketplace listing id before showing a generic label","formatListingChartLabel","2026-07-15","passed","2026-07-15","","","",""
"","1","blocks live OLX create-listing POST unless explicitly enabled: https://www.olx.pl/api/partner/adverts","FetchMarketplaceHttpClient","2026-07-15","passed","2026-07-15","","","",""
"","13","fails during container construction for an invalid credential-vault key","buildContainer (composition root)","2026-07-15","passed","2026-07-15","","","",""
"","1","updates refreshed credentials with a connected-state compare-and-swap","MarketplaceAccountRepository","2026-07-15","passed","2026-07-15","","","",""
"","1","computes fractional change (a 20% drop)","Money","2026-07-15","passed","2026-07-15","","","",""
"","1","does NOT retry publish on a 429 failure (no duplicate POST)","OLXAdapter","2026-07-15","passed","2026-07-15","","","",""
"","1","treats invalid OLX counter value negative number as unavailable","OLXAdapter","2026-07-15","passed","2026-07-15","","","",""
"","1","maps OLX remote status limited to local status live","OLXAdapter","2026-07-15","passed","2026-07-15","","","",""
"","2","queues marketplace updates for approved title changes on live listings","ApproveHermesEventUseCase","2026-07-15","passed","2026-07-15","","","",""
"","2","auto-applies a within-guardrail price change under full_auto","HermesDecisionEngine guardrails (C1 / AMENDMENT FIX #5)","2026-07-15","passed","2026-07-15","","","",""
"","2","allows exact configured origins","createCorsOptions","2026-07-15","passed","2026-07-15","","","",""
"","1","maps a null old_price to undefined and a null reason to undefined","PriceHistoryMapper","2026-07-15","passed","2026-07-15","","","",""
"","16","returns a VALIDATION_ERROR envelope with field details on invalid create","Presentation API","2026-07-15","passed","2026-07-15","","products","",""
"","1","canPublish is true while not sold","Product status transitions (forward-only)","2026-07-15","passed","2026-07-15","","","",""
"","2","publishes when marketplace connected and product not sold","Listing publish rules","2026-07-15","passed","2026-07-15","","","",""
"","8","returns a 404 error envelope for an unknown event","Presentation API","2026-07-15","passed","2026-07-15","","hermes","",""
"","1","marks below-cost submissions with the documented API flag","productFormModel below-cost pricing","2026-07-15","passed","2026-07-15","","","",""
"","0","is true for critical competitor price detections","HermesEvent requiresHumanReview","2026-07-15","passed","2026-07-15","","","",""
"","2","requires a typed price change for price events","HermesEvent creation invariants","2026-07-15","passed","2026-07-15","","","",""
"","1","keeps suggestions pending under suggest_only","HermesDecisionEngine.run","2026-07-15","passed","2026-07-15","","","",""
"","1","treats invalid OLX counter value decimal number as unavailable","OLXAdapter","2026-07-15","passed","2026-07-15","","","",""
"","1","maps nullable columns to null","ListingMapper","2026-07-15","passed","2026-07-15","","","",""
"","10","creates a draft OLX listing for a product","Presentation API","2026-07-15","passed","2026-07-15","","products","",""
"","2","maps OLX remote status active to local status live","OLXAdapter","2026-07-15","passed","2026-07-15","","","",""
"","1","rejects publishing when the local flag is true but no OAuth account exists","PublishListingUseCase","2026-07-15","passed","2026-07-15","","","",""
"","1","maps an informational event with null proposed change and null product","EventMapper","2026-07-15","passed","2026-07-15","","","",""
"","1","creates and reads back a user (workspace-less)","AuthUserRepository / PriceHistoryRepository (integration)","2026-07-15","passed","2026-07-15","","","",""
"","3","reconciles terminal remote lifecycle statuses and emits one transition event","SyncMarketplaceHandler","2026-07-15","passed","2026-07-15","","","",""
"","2","treats repeated reconciled statuses as idempotent","SyncMarketplaceHandler","2026-07-15","passed","2026-07-15","","","",""
"","46","records marketplace error when OLX credentials are unavailable","SyncMarketplaceHandler","2026-07-15","passed","2026-07-15","","","",""
"","1","sends via the injected client and returns the message id","TelegramBot","2026-07-15","passed","2026-07-15","","","",""
"","0","cannot dismiss an applied event","HermesEvent approval rules","2026-07-15","passed","2026-07-15","","","",""
"","2","rejects a duplicate SKU with a conflict","CreateProductUseCase","2026-07-15","passed","2026-07-15","","","",""
"","1","uses the first safe OLX URL candidate when earlier candidates are invalid","OLXAdapter","2026-07-15","passed","2026-07-15","","","",""
"","1","maps an entry, converting null actorId to undefined","ActivityLogMapper","2026-07-15","passed","2026-07-15","","","",""
"","1","maps supported OLX engagement counters and parses numeric strings safely","OLXAdapter","2026-07-15","passed","2026-07-15","","","",""
"","2","preserves existing engagement counters when OLX reports a metric as unavailable","SyncMarketplaceHandler","2026-07-15","passed","2026-07-15","","","",""
"","1","delegates publishing to the injected broker","EventPublisher (IEventPublisher)","2026-07-15","passed","2026-07-15","","","",""
"","1","adds and subtracts same-currency amounts","Money","2026-07-15","passed","2026-07-15","","","",""
"","3","adds default headers and serializes JSON requests","FetchMarketplaceHttpClient","2026-07-15","passed","2026-07-15","","","",""
"","2","auto-applies normal suggestions","HermesDecisionEngine.determineAutonomy","2026-07-15","passed","2026-07-15","","full_auto","",""
"","25","accepts an authed connection and binds its workspace from the token (CR4)","HermesLiveUpdates","2026-07-15","passed","2026-07-15","","","",""
"","1","returns an empty price history for an unknown listing","AuthUserRepository / PriceHistoryRepository (integration)","2026-07-15","passed","2026-07-15","","","",""
"","1","is false for small price drops","HermesEvent requiresHumanReview","2026-07-15","passed","2026-07-15","","","",""
"","3","sends through the injected transport, applying the default from address","EmailProvider","2026-07-15","passed","2026-07-15","","","",""
"","9","rejects draft listing creation for a disconnected marketplace","Presentation API","2026-07-15","passed","2026-07-15","","products","",""
"","2","throws when the secret is an empty string","resolveJwtSecret (S1 fail-closed JWT secret)","2026-07-15","passed","2026-07-15","","production","",""
"","2","uses readable product metadata instead of the internal UUID as primary chart label","formatListingChartLabel","2026-07-15","passed","2026-07-15","","","",""
"","1","allows draft -> active -> attention -> sold","Product status transitions (forward-only)","2026-07-15","passed","2026-07-15","","","",""
"","2","does not refresh when workspace app credentials are missing","MarketplaceOAuthService","2026-07-15","passed","2026-07-15","","","",""
"","156","resumes finalization from a durable checkpoint without re-publishing","PublishListingHandler","2026-07-15","passed","2026-07-15","","","",""
"","2","atomically creates the first publishing checkpoint","PublishAttemptRepository","2026-07-15","passed","2026-07-15","","","",""
"","2","keeps non-OLX sync on the existing generic adapter path","SyncMarketplaceHandler","2026-07-15","passed","2026-07-15","","","",""
"","1","queues marketplace updates for approved descriptions on live listings","ApproveHermesEventUseCase","2026-07-15","passed","2026-07-15","","","",""
"","4","uses the marketplace account access token for OLX sync jobs","SyncMarketplaceHandler","2026-07-15","passed","2026-07-15","","","",""
